id,title,authors,journal,year,source
2175,brain network similarity: methods and applications,"mheich a., wendling f., hassan m.",network neuroscience,2020,scopus
2176,cortical interneurons in autism,"contractor a., ethell i.m., portera-cailliau c.",nature neuroscience,2021,scopus
2177,a novel approach to learning models on eeg data using graph theory features—a comparative study,"prakash b., baboo g.k., baths v.",big data and cognitive computing,2021,scopus
2178,key band image sequences and a hybrid deep neural network for recognition of motor imagery eeg,"li m.-a., peng w.-m., yang j.-f.",ieee access,2021,scopus
2179,automated detection of abnormalities from an eeg recording of epilepsy patients with a compact convolutional neural network,"shoji t., yoshida n., tanaka t.",biomedical signal processing and control,2021,scopus
2180,accurate classification of ecg arrhythmia using mowpt enhanced fast compression deep learning networks,"huang j.-s., chen b.-q., zeng n.-y., cao x.-c., li y.",journal of ambient intelligence and humanized computing,2020,scopus
2181,manipulations of sleep-like slow-wave activity by noninvasive brain stimulation,"dinuzzo m., mangia s., giove f.",journal of neuroscience research,2022,scopus
2182,"driver fatigue detection systems using multi-sensors, smartphone, and cloud-based computing platforms: a comparative analysis","abbas q., alsheddy a.",sensors (switzerland),2021,scopus
2183,addressing noise and skewness in interpretable health-condition assessment by learning model confidence,"zhou y., hong s., shang j., wu m., wang q., li h., xie j.",sensors (switzerland),2020,scopus
2184,deep learning-based approach for civil aircraft hazard identification and prediction,"zhou d., zhuang x., zuo h., wang h., yan h.",ieee access,2020,scopus
2185,a review of early fault diagnosis approaches and their applications in rotating machinery,"wei y., li y., xu m., huang w.",entropy,2019,scopus
2186,"resting-state functional mri studies on infant brains: a decade of gap-filling efforts,","han zhang, dinggang shen, weili lin,","neuroimage,",2019,sciencedirect
2187,deep convolutional neural network for diabetes mellitus prediction,"alex s.a., nayahi j.j.v., shine h., gopirekha v.",neural computing and applications,2022,scopus
2188,ecg-biconet: an ecg-based pipeline for covid-19 diagnosis using bi-layers of deep features integration,attallah o.,computers in biology and medicine,2022,scopus
2189,brain functional networks based on resting-state eeg data for major depressive disorder analysis and classification,"zhang b., yan g., yang z., su y., wang j., lei t.",ieee transactions on neural systems and rehabilitation engineering,2021,scopus
2190,epilepsy detection using multiclass classifier based on spectral features,"oliva j.t., luis garcia rosa j.",proceedings of the international joint conference on neural networks,2019,scopus
2191,the pathophysiology of tics; an evolving story,"singer h.s., augustine f.",current drug therapy,2020,scopus
2192,high-resolution deep transferred asppu-net for nuclei segmentation of histopathology images,"chanchal ak, lal s, kini j.",int j comput assist radiol surg,2021,pubmed
2193,"triage and priority-based healthcare diagnosis using artificial intelligence for autism spectrum disorder and gene contribution: a systematic review,","shahad sabbar joudar, a.s. albahri, rula a. hamid,","computers in biology and medicine,",2022,sciencedirect
2194,epileptic seizures prediction using deep learning techniques,"muhammad usman s., khalid s., aslam m.h.",ieee access,2020,scopus
2195,automated detection of abnormal heart sound signals using fano-factor constrained tunable quality wavelet transform,"sawant n.k., patidar s., nesaragi n., acharya u.r.",biocybernetics and biomedical engineering,2021,scopus
2196,decreased resting-state functional connectivity of periaqueductal gray in temporal lobe epilepsy comorbid with migraine,"wang l., cai x.-t., zu m.-d., zhang j., deng z.-r., wang y.",frontiers in neurology,2021,scopus
2197,neural oscillations: understanding a neural code of pain,"kim j.a., davis k.d.",neuroscientist,2021,scopus
2198,kinematic biomarkers of chronic neck pain measured during gait: a data-driven classification approach,"jiménez-grande d., farokh atashzar s., martinez-valdes e., marco de nunzio a., falla d.",journal of biomechanics,2021,scopus
2199,identification of driver braking intention based on long short-term memory (lstm) network,"wang s., zhao x., yu q., yuan t.",ieee access,2020,scopus
2200,deep learning helps eeg signals predict different stages of visual processing in the human brain,"mathur n., gupta a., jaswal s., verma r.",biomedical signal processing and control,2021,scopus
2201,hyperspectral anomaly detection using deep learning: a review,"hu x., xie c., fan z., duan q., zhang d., jiang l., wei x., hong d., li g., zeng x., chen w., wu d., chanussot j.",remote sensing,2022,scopus
2202,biosensor-assisted method for abdominal syndrome classification using machine learning algorithm,"gandhi c., ahmad s.s., mehbodniya a., webber j.l., hemalatha s., elwahsh h., tiwari b.",computational intelligence and neuroscience,2022,scopus
2203,multivariate neural connectivity patterns in early infancy predict later autism symptoms,"dickinson a., daniel m., marin a., gaonkar b., dapretto m., mcdonald n.m., jeste s.",biological psychiatry: cognitive neuroscience and neuroimaging,2021,scopus
2204,use of brain electrical activity to classify people with concussion: a deep learning approach,"wickramaratne s.d., mahmud m.d.s., ross r.s.",ieee international conference on communications,2020,scopus
2205,"physical principles of brain–computer interfaces and their applications for rehabilitation, robotics and control of human brain states","hramov a.e., maksimenko v.a., pisarchik a.n.",physics reports,2021,scopus
2206,automated detection of schizophrenia from brain mri slices using optimized deep-features,"kadry s., taniar d., damasevicius r., rajinikanth v.","proceedings of 2021 ieee 7th international conference on bio signals, images and instrumentation, icbsii 2021",2021,scopus
2207,fusion based aer system using deep learning approach for amplitude and frequency analysis,"reddy a.p., vijayarajan v.",acm transactions on asian and low-resource language information processing,2022,scopus
2208,cognitive enhancement in schizophrenia and related disorders,"keshavan m., eack s.",cognitive enhancement in schizophrenia and related disorders,2019,scopus
2209,algorithms for epilepsy monitoring,"vatti g., detti p., de lara z.m., billeci l., tonacci a., varanini m.","precision medicine for investigators, practitioners and providers",2019,scopus
2210,spwvd-cnn for automated detection of schizophrenia patients using eeg signals,"khare s.k., bajaj v., acharya u.r.",ieee transactions on instrumentation and measurement,2021,scopus
2211,deprnet: a deep convolution neural network framework for detecting depression using eeg,"seal a., bajpai r., agnihotri j., yazidi a., herrera-viedma e., krejcar o.",ieee transactions on instrumentation and measurement,2021,scopus
2212,decoding pain from brain activity,chen z.s.,journal of neural engineering,2021,scopus
2213,surface electromyography-based action recognition and manipulator control,"cao t., liu d., wang q., bai o., sun j.",applied sciences (switzerland),2020,scopus
2214,variation of functional brain connectivity in epileptic seizures: an eeg analysis with cross-frequency phase synchronization,"yu h., zhu l., cai l., wang j., liu c., shi n., liu j.",cognitive neurodynamics,2020,scopus
2215,a comparative study on classifying human activities using classical machine and deep learning methods,bozkurt f.,arabian journal for science and engineering,2022,scopus
2216,pattern detection model using a deep learning algorithm for power data analysis in abnormal conditions,"lee j.-h., kang j., shim w., chung h.-s., sung t.-e.",electronics (switzerland),2020,scopus
2217,research on prediction of epileptic eeg signal based on randomly-distributed-embedding model,"lv z., bai d., qian j., wang q., yan w., wang j.","proceedings - 2021 14th international congress on image and signal processing, biomedical engineering and informatics, cisp-bmei 2021",2021,scopus
2218,"evaluation of classification approaches for distinguishing brain states predictive of episodic memory performance from electroencephalography: abbreviated title: evaluating methods of classifying memory states from eeg,","soroush mirjalili, patrick powell, jonathan strunk, taylor james, audrey duarte,","neuroimage,",2022,sciencedirect
2219,multi-hierarchical fusion to capture the latent invariance for calibration-free brain-computer interfaces,"yang j, liu l, yu h, ma z, shen t.",front neurosci,2022,pubmed
2220,neurological state changes indicative of adhd in children learned via eeg-based lstm networks,"chang y., stevenson c., chen i.-c., lin d.-s., ko l.-w.",journal of neural engineering,2022,scopus
2221,minimum variance-embedded deep kernel regularized least squares method for one-class classification and its applications to biomedical data,"gautam c., mishra p.k., tiwari a., richhariya b., pandey h.m., wang s., tanveer m., alzheimer's disease neuroimaging initiative",neural networks,2020,scopus
2222,"high-accuracy classification of attention deficit hyperactivity disorder with l2,1-norm linear discriminant analysis and binary hypothesis testing","tang y., li x., chen y., zhong y., jiang a., wang c.",ieee access,2020,scopus
2223,unsupervised pre-trained models from healthy adls improve parkinson's disease classification of gait patterns,"som a., krishnamurthi n., buman m., turaga p.","proceedings of the annual international conference of the ieee engineering in medicine and biology society, embs",2020,scopus
2224,smart and connected physiological monitoring enabled by stretchable bioelectronics and deep-learning algorithm,"mahmood m., kwon y.-t., kim y.-s., kim j., yeo w.-h.",proceedings - electronic components and technology conference,2020,scopus
2225,classification of myopathy and amyotrophic lateral sclerosis electromyograms using bat algorithm and deep neural networks,"bakiya a., anitha a., sridevi t., kamalanand k.",behavioural neurology,2022,scopus
2226,"deep convolutional neural network for the automated detection and diagnosis of seizure using eeg signals,","u. rajendra acharya, shu lih oh, yuki hagiwara, jen hong tan, hojjat adeli,","computers in biology and medicine,",2018,sciencedirect
2227,post-stroke eeg signal identification using wavelet filters and recurrent convolutional neural networks,"farij m.d., djamal e.c., wulandari a.","proceedings of the 2021 international conference on instrumentation, control, and automation, ica 2021",2021,scopus
2228,multi-hierarchical fusion to capture the latent invariance for calibration-free brain-computer interfaces,"yang j., liu l., yu h., ma z., shen t.",frontiers in neuroscience,2022,scopus
2229,convolutional neural network in the detection of gastrointestinal tumor and tap,"zhai s., du l., zhong x., sun x., zhang s., yuan f.",sustainable computing: informatics and systems,2022,scopus
2230,prefrontal cortex and depression,"pizzagalli d.a., roberts a.c.",neuropsychopharmacology,2022,scopus
2231,deep learning-based automated classification of epileptic and non-epileptic scalp-eeg signals,"prabhu p., kotegar k.a., mariyappa n., anitha h., bhargava g.k., saini j., sinha s.","smart innovation, systems and technologies",2022,scopus
2232,pupil dilation during reward anticipation is correlated to depressive symptom load in patients with major depressive disorder,"schneider m., elbau i.g., nantawisarakul t., pöhlchen d., brückl t., czisch m., saemann p.g., lee m.d., binder e.b., spoormaker v.i., become working group",brain sciences,2020,scopus
2233,closed-loop theta stimulation in the orbitofrontal cortex prevents reward-based learning,"knudsen e.b., wallis j.d.",neuron,2020,scopus
2234,gait recognition for lower limb exoskeletons based on interactive information fusion,"chen w., li j., zhu s., zhang x., men y., wu h.",applied bionics and biomechanics,2022,scopus
2235,"semg pattern recognition based on recurrent neural network,","tarek m. bittibssi, abd haliem zekry, mohamed a. genedy, shady a. maged,","biomedical signal processing and control,",2021,sciencedirect
2236,redeca: a novel framework to review artificial intelligence and its applications in occupational safety and health,"pishgar m., issa s.f., sietsema m., pratap p., darabi h.",international journal of environmental research and public health,2021,scopus
2237,eeg-based classification of drivers attention using convolutional neural networks ,"fred atilla, maryam alimardani",preprints,2021,arxiv
2238,home sleep monitoring based on wrist movement data processing,"pan q., brulin d., campo e.",procedia computer science,2021,scopus
2239,multi-source fusion domain adaptation using resting-state knowledge for motor imagery classification tasks,"zhu l., yang j., ding w., zhu j., xu p., ying n., zhang j.",ieee sensors journal,2021,scopus
2240,extraction of features from cross correlation in space and frequency domains for classification of skin lesions,"chatterjee s., dey d., munshi s., gorai s.",biomedical signal processing and control,2019,scopus
2241,a survey on deep learning-based non-invasive brain signals: recent advances and new frontiers,"zhang x., yao l., wang x., monaghan j., mcalpine d., zhang y.",journal of neural engineering,2021,scopus
2242,a deep learning approach for mild depression recognition based on functional connectivity using electroencephalography,"li x., la r., wang y., hu b., zhang x.",frontiers in neuroscience,2020,scopus
2243,"automatic estimation of continuous elbow flexion–extension movement based on electromyographic and electroencephalographic signals,","valeria del c. silva-acosta, israel román-godínez, sulema torres-ramos, ricardo a. salido-ruiz,","biomedical signal processing and control,",2021,sciencedirect
2244,management of stroke in neonates and children: a scientific statement from the american heart association/american stroke association,"ferriero d.m., fullerton h.j., bernard t.j., billinghurst l., daniels s.r., debaun m.r., deveber g., ichord r.n., jordan l.c., massicotte p., meldau j., roach e.s., smith e.r.",stroke,2019,scopus
2245,3d-deep learning based automatic diagnosis of alzheimer’s disease with joint mmse prediction using resting-state fmri,"duc n.t., ryu s., qureshi m.n.i., choi m., lee k.h., lee b.",neuroinformatics,2020,scopus
2246,connectome biomarkers of drug-resistant epilepsy,"larivière s., bernasconi a., bernasconi n., bernhardt b.c.",epilepsia,2021,scopus
2247,quantifying signal quality from unimodal and multimodal sources: application to eeg with ocular and motion artifacts,"nahmias d.o., kontson k.l.",frontiers in neuroscience,2021,scopus
2248,behavioral and neural variability of naturalistic arm movements,"peterson s.m., singh s.h., wang n.x.r., rao r.p.n., brunton b.w.",eneuro,2021,scopus
2249,magnetoencephalography brain signatures relate to cognition and cognitive reserve in the oldest-old: the emif-ad 90 + study,"griffa a., legdeur n., badissi m., van den heuvel m.p., stam c.j., visser p.j., hillebrand a.",frontiers in aging neuroscience,2021,scopus
2250,motor imagery eeg classification using capsule networks,"ha k.-w., jeong j.-w.",sensors (switzerland),2019,scopus
2251,deep learning for motor imagery eeg-based classification: a review,"al-saegh a., dawwd s.a., abdul-jabbar j.m.",biomedical signal processing and control,2021,scopus
2252,prefrontal neural dynamics in consciousness,"león-domínguez u., león-carrión j.",neuropsychologia,2019,scopus
2253,learning with self-supervision on eeg data,"gramfort a., banville h., chehab o., hyvarinen a., engemann d.","9th ieee international winter conference on brain-computer interface, bci 2021",2021,scopus
2254,an innovative method for cardiovascular disease detection based on nonlinear geometric features and feature reduction combination,"saeedi a., moridani m.k., azizi a.",intelligent decision technologies,2021,scopus
2255,using eeg to distinguish between writing and typing for the same cognitive task,"qu x., mei q., liu p., hickey t.",lecture notes in computer science (including subseries lecture notes in artificial intelligence and lecture notes in bioinformatics),2020,scopus
2256,enigma-anxiety working group: rationale for and organization of large-scale neuroimaging studies of anxiety disorders,"bas-hoogendam j.m., groenewold n.a., aghajani m., freitag g.f., harrewijn a., hilbert k., jahanshad n., thomopoulos s.i., thompson p.m., veltman d.j., winkler a.m., lueken u., pine d.s., van der wee n.j.a., stein d.j., agosta f., åhs f., an i., alberton b.a.v., andreescu c., asami t., assaf m., avery s.n., nicholas l., balderston, barber j.p., battaglia m., bayram a., beesdo-baum k., benedetti f., berta r., björkstrand j., blackford j.u., blair j.r., karina s., blair, boehme s., brambilla p., burkhouse k., cano m., canu e., cardinale e.m., cardoner n., clauss j.a., cividini c., critchley h.d., udo, dannlowski, deckert j., demiralp t., diefenbach g.j., domschke k., doruyter a., dresler t., erhardt a., fallgatter a.j., fañanás l., brandee, feola, filippi c.a., filippi m., fonzo g.a., forbes e.e., fox n.a., fredrikson m., furmark t., ge t., gerber a.j., gosnell s.n., grabe h.j., grotegerd d., gur r.e., gur r.c., harmer c.j., harper j., heeren a., hettema j., hofmann d., hofmann s.g., jackowski a.p., andreas, jansen, kaczkurkin a.n., kingsley e., kircher t., kosti c m., kreifelts b., krug a., larsen b., lee s.-h., leehr e.j., leibenluft e., lochner c., maggioni e., makovac e., mancini m., manfro g.g., månsson k.n.t., meeten f., michałowski j., milrod b.l., mühlberger a., lilianne r., mujica-parodi, munjiza a., mwangi b., myers m., igor nenadi c., neufang s., nielsen j.a., oh h., ottaviani c., pan p.m., pantazatos s.p., martin p., paulus, perez-edgar k., peñate w., perino m.t., peterburs j., pfleiderer b., phan k.l., poletti s., porta-casteràs d., price r.b., pujol j., andrea, reinecke, rivero f., roelofs k., rosso i., saemann p., salas r., salum g.a., satterthwaite t.d., schneier f., schruers k.r.j., schulz s.m., schwarzmeier h., seeger f.r., smoller j.w., soares j.c., stark r., stein m.b., straube b., straube t., strawn j.r., suarez-jimenez b., boris, suchan, sylvester c.m., talati a., tamburo e., tükel r., van den heuvel o.a., van der auwera s., van nieuwenhuizen h., van tol m.-j., van velzen l.s., bort c.v., vermeiren r.r.j.m., visser r.m., volman i., wannemüller a., wendt j., werwath k.e., westenberg p.m., wiemer j., katharina, wittfeld, wu m.-j., yang y., zilverstand a., zugman a., zwiebel h.l., enigma-anxiety working group",human brain mapping,2022,scopus
2257,human face detection improvement using incremental learning based on low variance directions,"kefi-fatteh t., ksantini r., kaâniche m.-b., bouhoula a.","signal, image and video processing",2019,scopus
2258,serotonin and development,whitaker-azmitia p.m.,handbook of behavioral neuroscience,2020,scopus
2259,"detection of alertness-related eeg signals based on decision fused bp neural network,","meiyan zhang, dan liu, qisong wang, boqi zhao, ou bai, jinwei sun,","biomedical signal processing and control,",2022,sciencedirect
2260,a method overview in smart aquaculture,"hu z., li r., xia x., yu c., fan x., zhao y.",environmental monitoring and assessment,2020,scopus
2261,"computer aided diagnosis system using deep convolutional neural networks for adhd subtypes,","amirmasoud ahmadi, mehrdad kashefi, hassan shahrokhi, mohammad ali nazari,","biomedical signal processing and control,",2021,sciencedirect
2262,on the use of fuzzy and permutation entropy in hand gesture characterization from emg signals: parameters selection and comparison,"mengarelli a., tigrini a., fioretti s., cardarelli s., verdini f.",applied sciences (switzerland),2020,scopus
2263,"epileptic seizure identification using entropy of fbse based eeg rhythms,","vipin gupta, ram bilas pachori,","biomedical signal processing and control,",2019,sciencedirect
2264,the spectrum of involuntary vocalizations in humans: a video atlas,"mainka t., balint b., gövert f., kurvits l., van riesen c., kühn a.a., tijssen m.a.j., lees a.j., müller-vahl k., bhatia k.p., ganos c.",movement disorders,2019,scopus
2265,predictors of rbd progression and conversion to synucleinopathies,"de natale e.r., wilson h., politis m.",current neurology and neuroscience reports,2022,scopus
2266,"characterization of fibromyalgia using sleep eeg signals with nonlinear dynamical features,","jose kunnel paul, thomas iype, dileep r, yuki hagiwara, joele.w. koh, u. rajendra acharya,","computers in biology and medicine,",2019,sciencedirect
2267,a new perspective on assessing cognition in children through estimating shared intentionality,"danilov i.v., mihailova s.",journal of intelligence,2022,scopus
2268,driver behavior detection and classification using deep convolutional neural networks,"shahverdy m., fathy m., berangi r., sabokrou m.",expert systems with applications,2020,scopus
2269,iot-based applications in healthcare devices,"pradhan b., bhattacharyya s., pal k.",journal of healthcare engineering,2021,scopus
2270,human blood adenosine biomarkers and non-rapid eye movement sleep stage 3 (nrem3) cortical functional connectivity associations during a 30-day head-down-tilt bed rest analogue: potential effectiveness of a reactive sledge jump as a countermeasure,"nday c.m., frantzidis c.a., plomariti c., gilou s.c., ntakakis g., jackson g., chatziioannidis l., bamidis p.d., kourtidou-papadeli c.",journal of sleep research,2021,scopus
2271,autism spectrum disorder classification on electroencephalogram signal using deep learning algorithm,"ali n.a., syafeeza a.r., jaafar a.s., alif m.k.m.f.",iaes international journal of artificial intelligence,2020,scopus
2272,causality and development: neo-eriksonian perspectives,young g.,causality and development: neo-eriksonian perspectives,2019,scopus
2273,deep learning reveals personalized spatial spectral abnormalities of high delta and low alpha bands in eeg of patients with early parkinson's disease,"chu c., zhang z., wang j., liu s., wang f., sun y., han x., li z., zhu x., liu c.",journal of neural engineering,2021,scopus
2274,brain tumor classification based on hybrid approach,"ayadi w., charfi i., elhamzi w., atri m.",visual computer,2022,scopus
2275,perceptual phenomena in destructured sensory fields: probing the brain's intrinsic functional architectures,"miskovic v., lynn s.j., bagg j.o., pouliot j.j., ríos m., wackermann j.",neuroscience and biobehavioral reviews,2019,scopus
2276,"granger causality analysis in combination with directed network measures for classification of ms patients and healthy controls using task-related fmri,","farzad azarmi, seyedeh naghmeh miri ashtiani, ahmad shalbaf, hamid behnam, mohammad reza daliri,","computers in biology and medicine,",2019,sciencedirect
2277,efficacy of single-channel eeg: a propitious approach for in-home sleep monitoring,"radhakrishnan b.l., kirubakaran e., jebadurai i.j., selvakumar a.i., peter j.d.",frontiers in public health,2022,scopus
2278,"eeg motor imagery classification using dynamic connectivity patterns and convolutional autoencoder,","sayeh mirzaei, parisa ghasemi,","biomedical signal processing and control,",2021,sciencedirect
2279,machine learning approach to automatic recognition of emotions based on bioelectrical brain activity,"kotowski k., fabian p., stapor k.",simulations in medicine: computer-aided diagnostics and therapy,2020,scopus
2280,new method to diagnosis of dyslexia using 1d-cnn,"ileri r., latifoglu f., demirci e.","tiptekno 2020 - tip teknolojileri kongresi - 2020 medical technologies congress, tiptekno 2020",2020,scopus
2281,abnormality of functional connections in the resting state brains of schizophrenics,"zhu y, zhu g, li b, yang y, zheng x, xu q, li x.",front hum neurosci,2022,pubmed
2282,pain control by co-adaptive learning in a brain-machine interface,"zhang s, yoshida w, mano h, yanagisawa t, mancini f, shibata k, kawato m, seymour b.",curr biol,2020,pubmed
2283,spontaneous transient brain states in eeg source space in disorders of consciousness,"bai y, he j, xia x, wang y, yang y, di h, li x, ziemann u.",neuroimage,2021,pubmed
2284,automated detection of shockable ecg signals: a review,"hammad m., kandala r.n.v.p.s., abdelatey a., abdar m., zomorodi‐moghadam m., tan r.s., acharya u.r., pławiak j., tadeusiewicz r., makarenkov v., sarrafzadegan n., khosravi a., nahavandi s., el-latif a.a.a., pławiak p.",information sciences,2021,scopus
2285,an interpretable hand-crafted feature-based model for atrial fibrillation detection,"rouhi r., clausel m., oster j., lauer f.",frontiers in physiology,2021,scopus
2286,multichannel deep attention neural networks for the classification of autism spectrum disorder using neuroimaging and personal characteristic data,"niu k., guo j., pan y., gao x., peng x., li n., li h.",complexity,2020,scopus
2287,"identification of gait imagery based on fnirs and class-dependent sparse representation,","hongquan li, anmin gong, lei zhao, fawang wang, qian qian, jianhua zhou, yunfa fu,","biomedical signal processing and control,",2021,sciencedirect
2288,"an optimized gmm algorithm and its application in single-trial motor imagination recognition,","rongrong fu, zheyu li, juan wang,","biomedical signal processing and control,",2022,sciencedirect
2289,stacking-based ensemble learning method for the recognition of the preceding vehicle lane-changing manoeuvre: a naturalistic driving study on the highway,"zhang h., guo y., wang c., fu r.",iet intelligent transport systems,2022,scopus
2290,early screening of children with autism spectrum disorder based on electroencephalogram signal feature selection with l1-norm regularization,"peng s, xu r, yi x, hu x, liu l, liu l.",front hum neurosci,2021,pubmed
2291,hybrid fuzzy integrated convolutional neural network (hficnn) for similarity feature recognition problem in abnormal netflow detection,"yue x., wang j., huang w.",neurocomputing,2020,scopus
2292,a gait assessment framework for depression detection using kinect sensors,"wang t., li c., wu c., zhao c., sun j., peng h., hu x., hu b.",ieee sensors journal,2021,scopus
2293,"epileptic seizure detection via logarithmic normalized functional values of singular values,","xueling zhou, bingo wing-kuen ling, caijun li, kailong zhao,","biomedical signal processing and control,",2020,sciencedirect
2294,a review of algorithm & hardware design for ai-based biomedical applications,"wei y., zhou j., wang y., liu y., liu q., luo j., wang c., ren f., huang l.",ieee transactions on biomedical circuits and systems,2020,scopus
2295,"an eeg-based stereoscopic research of the psd differences in pre and post 2d&3d movies watching,","negin manshouri, masoud maleki, temel kayikcioglu,","biomedical signal processing and control,",2020,sciencedirect
2296,meta-analysis to prognosis myocardial infarction using 12 lead ecg,"jothiaruna n., leema a.a.",lecture notes in electrical engineering,2022,scopus
2297,dwt-net: seizure detection system with structured eeg montage and multiple feature extractor in convolution neural network,"zhang z., ren y., sabor n., pan j., luo x., li y., chen y., wang g.",journal of sensors,2020,scopus
2298,multiscale entropy analysis of heart rate variability in neonatal patients with and without seizures,"frassineti l., lanatà a., olmi b., manfredi c.",bioengineering,2021,scopus
2299,evolving concepts on bradykinesia,"bologna m., paparella g., fasano a., hallett m., berardelli a.",brain,2020,scopus
2300,three cases of creutzfeldt–jakob disease presenting with a predominant dysexecutive syndrome,"corriveau-lecavalier n., li w., ramanan v.k., drubach d.a., day g.s., jones d.t.",journal of neurology,2022,scopus
2301,a brief history of machine learning in neurosurgery,"schilling a.t., shah p.p., feghali j., jimenez a.e., azad t.d.","acta neurochirurgica, supplementum",2022,scopus
2302,an optimal channel selection for eeg-based depression detection via kernel-target alignment,"shen j., zhang x., huang x., wu m., gao j., lu d., ding z., hu b.",ieee journal of biomedical and health informatics,2021,scopus
2303,"a three-stage teacher, student neural networks and sequential feed forward selection-based feature selection approach for the classification of autism spectrum disorder","khan n.a., waheeb s.a., riaz a., shang x.",brain sciences,2020,scopus
2304,an intelligence eeg signal recognition method via noise insensitive tsk fuzzy system based on interclass competitive learning,"ni t., gu x., zhang c.",frontiers in neuroscience,2020,scopus
2305,probit regressed feature selection based linear programming boost classification for tumor risk factor identification and disease diagnosis,"renjeni p.s., mukunthan b.",international journal of recent technology and engineering,2019,scopus
2306,reduced features set neural network approach based on high-resolution time-frequency images for cardiac abnormality detection,"shafi i., aziz a., din s., ashraf i.",computers in biology and medicine,2022,scopus
2307,towards a multivariate biomarker-based diagnosis of autism spectrum disorder: review and discussion of recent advancements,"vargason t., grivas g., hollowood-jones k.l., hahn j.",seminars in pediatric neurology,2020,scopus
2308,"brain computer interfaces and communication disabilities: ethical, legal, and social aspects of decoding speech from the brain","chandler j.a., van der loos k.i., boehnke s., beaudry j.s., buchman d.z., illes j.",frontiers in human neuroscience,2022,scopus
2309,use of real-time functional magnetic resonance imaging-based neurofeedback to downregulate insular cortex in nicotine-addicted smokers,"rana m., ruiz s., corzo a.s., muehleck a., eck s., salinas c., zamorano f., silva c., rea m., batra a., birbaumer n., sitaram r.",journal of visualized experiments,2020,scopus
2310,a deep network model on dynamic functional connectivity with applications to gender classification and intelligence prediction,"fan l., su j., qin j., hu d., shen h.",frontiers in neuroscience,2020,scopus
2311,review of intelligent fault diagnosis for permanent magnet synchronous motors in electric vehicles,"xu x., qiao x., zhang n., feng j., wang x.",advances in mechanical engineering,2020,scopus
2312,a survey of brain network analysis by electroencephalographic signals,"luo c., li f., li p., yi c., li c., tao q., zhang x., si y., yao d., yin g., song p., wang h., xu p.",cognitive neurodynamics,2022,scopus
2313,detecting driving behaviors by smartphone inertial sensors based on multi-feature convolutional neural network [基于手机惯性传感器与多特征cnn的驾驶行为识别算法],"xie f., wang r., shen s., sun r., zhang b., liu x.",zhongguo guanxing jishu xuebao/journal of chinese inertial technology,2019,scopus
2314,ethical issues in the application of machine learning to brain disorders,kellmeyer p.,machine learning: methods and applications to brain disorders,2019,scopus
2315,"dynamic causal modelling of seizure activity in a rat model,","margarita papadopoulou, gerald cooray, richard rosch, rosalyn moran, daniele marinazzo, karl friston,","neuroimage,",2017,sciencedirect
2316,decoding covert speech from eeg-a comprehensive review,"panachakel j.t., ramakrishnan a.g.",frontiers in neuroscience,2021,scopus
2317,epileptic seizure detection in clinical eegs using an xgboost-based method,"wei l., mooney c.","2020 ieee signal processing in medicine and biology symposium, spmb 2020 - proceedings",2020,scopus
2318,mammogram mass segmentation and detection using legendre neural network-based optimal threshold,"sarangi s., rath n.p., sahoo h.k.",medical and biological engineering and computing,2021,scopus
2319,an investigation screen for sleep disorders using ai/ml,"hiremath s., chandra prabha r., sushil kumar i.",advancing the investigation and treatment of sleep disorders using ai,2021,scopus
2320,an accurate valvular heart disorders detection model based on a new dual symmetric tree pattern using stethoscope sounds,"barua p.d., karasu m., kobat m.a., balık y., kivrak t., baygin m., dogan s., demir f.b., tuncer t., tan r.-s., acharya u.r.",computers in biology and medicine,2022,scopus
2321,unfolding the effects of acute cardiovascular exercise on neural correlates of motor learning using convolutional neural networks,"ghosh a., dal maso f., roig m., mitsis g.d., boudrias m.-h.",frontiers in neuroscience,2019,scopus
2322,a review of wearable and unobtrusive sensing technologies for chronic disease management,"guo y., liu x., peng s., jiang x., xu k., chen c., wang z., dai c., chen w.",computers in biology and medicine,2021,scopus
2323,machine learning with neuroimaging data to identify autism spectrum disorder: a systematic review and meta-analysis,"song d.-y., topriceanu c.-c., ilie-ablachim d.c., kinali m., bisdas s.",neuroradiology,2021,scopus
2324,"preferential susceptibility of limbic cortices to microstructural damage in temporal lobe epilepsy: a quantitative t1 mapping study,","boris c. bernhardt, fatemeh fadaie, reinder vos de wael, seok-jun hong, min liu, marie c. guiot, david a. rudko, andrea bernasconi, neda bernasconi,","neuroimage,",2018,sciencedirect
2325,on the use of machine learning for classifying auditory brainstem responses: a scoping review,"osman r.a., osman h.a.",ieee access,2021,scopus
2326,fast automatic artifact annotator for eeg signals using deep learning,"kim d., keene s.","2019 ieee signal processing in medicine and biology symposium, spmb 2019 - proceedings",2019,scopus
2327,caudate and cerebellar involvement in altered p2 and p3 components of go/nogo evoked potentials in children with attention-deficit/hyperactivity disorder,"zarka d., cebolla a.m., cevallos c., palmero-soler e., dan b., cheron g.",european journal of neuroscience,2021,scopus
2328,recognition of psychological emotion by eeg features,huang c.,network modeling analysis in health informatics and bioinformatics,2021,scopus
2329,an artificial intelligence enabled framework with hybrid feature selection method for efficient early detection of stroke,"patil a., kumar s.g.",journal of theoretical and applied information technology,2022,scopus
